Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
492,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,2.4,4.4,10,Yes,,Recreational,Yes,0.1,All
493,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1.3,4.7,20,Yes,,Religious,No,0.63,Evening
494,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.5,500,Yes,,Religious,No,0.53,All 
495,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,3.0,5.0,500,No,,Historical,Yes,0.1,Morning
496,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,5.5,4.3,10,No,,Recreational,Yes,0.17,Anytime
497,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,2.5,4.5,500,No,,Nature,Yes,0.1,Night
498,Southern,Karnataka,Bangalore,Bangalore Palace,Palace,1878,1.9,4.1,200,Yes,Monday,Historical,Yes,0.42,Anytime
499,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,3.5,4.6,0,Yes,,Historical,Yes,0.1,Afternoon
500,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.6,4.8,100,No,,Historical,Yes,0.24,Evening
501,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,4.3,4.5,100,No,,Nature,Yes,0.1,Morning
502,Southern,Puducherry,Auroville,Auroville,Township,1968,1.2,4.0,500,Yes,,Cultural,Yes,0.25,All 
503,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,4.7,4.2,500,Yes,,Religious,No,0.4,Night
504,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,5.6,4.6,20,No,,Nature,Yes,1.66,Morning
505,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,1.3,4.4,10,Yes,Monday,Religious,No,0.22,Evening
506,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,2.0,5.0,100,No,,Religious,Yes,0.1,Anytime
507,Western,Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,0.6,4.4,50,Yes,,Recreational,Yes,0.33,All
508,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,0.9,4.9,10,Yes,,Cultural,Yes,0.1,Morning
509,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,2.7,4.3,20,Yes,,Historical,Yes,0.96,Evening
510,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,3.8,4.3,20,No,,Engineering Marvel,Yes,0.1,All 
511,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,0.9,4.3,20,Yes,Monday,Historical,Yes,0.1,All
512,Southern,Goa,Goa,Se Cathedral,Church,1640,1.4,4.3,10,Yes,,Historical,Yes,0.1,Anytime
513,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,2.0,4.6,50,Yes,,Historical,Yes,3.47,Anytime
514,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,3.9,4.0,20,No,,Recreational,Yes,0.1,Night
515,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,5.6,4.5,100,Yes,,Religious,No,0.27,Evening
516,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.6,4.0,500,Yes,Monday,Cultural,Yes,0.18,Morning
517,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,3.1,4.7,10,Yes,,Entertainment,Yes,0.88,Afternoon
518,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,0.9,4.6,100,Yes,,Religious,No,0.1,Evening
519,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.3,4.9,50,No,,Nature,Yes,0.29,Evening
520,Southern,Puducherry,Auroville,Auroville,Township,1968,1.2,4.2,50,Yes,,Cultural,Yes,0.1,Morning
521,Southern,Karnataka,Bangalore,ISKCON Temple Bangalore,Temple,1997,2.3,4.5,200,Yes,,Religious,Yes,1.22,Anytime
522,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,1.3,4.0,200,Yes,,Recreational,Yes,0.81,Night
523,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.8,4.6,20,Yes,,Architectural,No,1.36,Anytime
524,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,5.5,4.8,500,Yes,,Shopping,Yes,0.37,Anytime
525,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,2.9,4.3,50,No,,Nature,Yes,0.91,All
526,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,2.1,4.5,0,Yes,,Recreational,Yes,0.13,Night
527,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,2.2,4.7,10,Yes,,Religious,No,0.89,Anytime
528,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,3.6,4.7,10,Yes,,Architectural,No,0.13,Night
529,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,1.6,4.5,10,No,,Wildlife,Yes,0.24,All
530,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,4.5,4.8,200,Yes,,Religious,No,0.24,Night
531,Eastern,West Bengal,Kolkata,Kalighat Kali Temple,Temple,1809,1.9,4.7,200,Yes,,Religious,Yes,0.56,Evening
532,Southern,Karnataka,Bandipur,Bandipur National Park,National Park,1974,5.8,4.3,100,No,,Wildlife,Yes,0.1,Night
533,Southern,Karnataka,Hampi,Hampi Archaeological Ruins,Site,Unknown,4.6,4.6,20,No,,Historical,Yes,0.1,Anytime
534,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,2.6,4.7,0,Yes,,Religious,Yes,0.53,Night
535,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,6.0,4.4,50,No,,Religious,Yes,1.45,Anytime
536,Western,Maharastra,Pune,Shaniwar Wada,Fort,1732,1.1,4.7,50,Yes,,Historical,Yes,0.93,Afternoon
537,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.6,4.7,50,No,,Religious,Yes,0.11,Night
538,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,3.8,4.8,50,Yes,,Religious,No,0.14,All
539,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.0,4.4,50,No,,Recreational,Yes,0.45,Night
540,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,3.6,4.4,0,Yes,,Wildlife,Yes,0.6,All
541,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.3,4.1,500,Yes,,Wildlife,Yes,0.76,All 
542,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,0.7,4.6,0,Yes,,Recreational,Yes,0.1,Night
543,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,2.2,4.6,200,No,,Historical,Yes,0.1,Morning
544,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,5.8,4.1,0,Yes,,Historical,Yes,0.11,All
545,Northern,Rajasthan,Bikaner,Junagarh Fort,Fort,1589,1.3,4.4,500,Yes,,Historical,Yes,0.64,Afternoon
546,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,3.5,4.7,200,No,,Historical,Yes,0.41,Anytime
547,Western,Gujarat,Dwarka,Dwarkadhish Temple,Temple,-400,3.0,5.0,500,No,,Religious,No,0.1,Evening
548,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,0.5,4.5,100,Yes,,Religious,No,1.01,Night
549,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,1.6,4.7,500,Yes,Friday,Historical,Yes,1.87,Anytime
550,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,4.0,3.9,500,No,,Recreational,Yes,0.18,Night
551,Northern,Delhi,Delhi,Chandni Chowk,Market,1700,2.1,4.3,100,Yes,Sunday,Market,Yes,0.96,All
552,Northern,Delhi,Delhi,Red Fort,Fort,1648,2.6,4.5,200,Yes,,Historical,Yes,1.34,Afternoon
553,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,5.1,4.5,10,Yes,Monday,Historical,No,0.13,All
554,Southern,Telangana,Hyderabad,Golconda Fort,Fort,1600,4.9,4.5,100,Yes,,Historical,Yes,0.79,Evening
555,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,4.1,4.6,50,Yes,,Architectural,Yes,1.12,Anytime
556,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,1.7,4.6,10,Yes,,Nature,Yes,0.1,Anytime
557,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,5.2,4.6,50,No,,Historical,Yes,0.1,All
558,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,2.1,4.3,500,No,,Historical,Yes,0.1,All
559,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,2.1,4.4,0,Yes,,Recreational,Yes,0.1,All
560,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.7,4.4,20,Yes,Monday,Wildlife,Yes,0.44,Night
561,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,0.7,4.6,200,Yes,Friday,Historical,Yes,0.16,Night
562,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.7,4.6,20,No,,Nature,Yes,0.24,Morning
563,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,4.9,4.5,50,Yes,,Historical,Yes,3.41,Afternoon
564,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,5.9,4.6,200,No,,Historical,Yes,0.61,Evening
565,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,5.7,4.4,20,Yes,,Historical,Yes,0.76,Evening
566,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,5.5,4.5,20,Yes,,Recreational,Yes,0.1,Night
567,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,3.8,4.7,50,Yes,,Religious,No,1.22,Anytime
568,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,1.8,4.7,500,No,,Nature,Yes,0.18,Anytime
569,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,3.4,4.2,20,No,,Nature,Yes,0.1,All
570,Western,Maharastra,Mumbai,Siddhivinayak Temple,Temple,1881,1.9,4.9,200,Yes,,Religious,No,1.14,Evening
571,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.8,4.7,50,No,,Nature,Yes,1.03,All
572,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,3.7,4.5,20,Yes,,Religious,Yes,1.25,All 
573,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,4.5,4.9,20,Yes,,Historical,Yes,0.29,All 
574,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,3.1,4.5,0,Yes,,Recreational,Yes,0.32,Afternoon
575,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,3.0,4.3,50,Yes,,Sports,Yes,0.33,Morning
576,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,5.5,4.7,0,Yes,,Religious,No,0.82,All 
577,Eastern,West Bengal,Kolkata,Alipore Zoological Gardens,Zoo,1876,1.3,4.2,100,Yes,,Wildlife,Yes,0.89,All
578,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,3.7,4.1,100,Yes,,Nature,Yes,0.1,All 
579,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,4.1,4.4,50,Yes,,Wildlife,Yes,0.14,Afternoon
580,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,2.9,4.9,10,Yes,,Religious,Yes,0.66,All
581,Southern,Goa,Goa,Chapora Fort,Fort,1617,4.2,3.9,100,Yes,,Historical,Yes,0.11,All 
582,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,5.7,4.3,20,No,,Historical,Yes,0.1,Evening
583,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,5.7,4.3,50,Yes,Monday,Historical,No,1.01,Night
584,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,2.7,4.4,50,No,,Nature,Yes,0.69,Anytime
585,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,4.2,4.5,100,No,,Recreational,Yes,0.16,Anytime
586,Western,Gujarat,Gandhinagar,Dandi Kutir,Museum,2013,2.2,4.7,20,No,,Historical,Yes,0.18,Night
587,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.4,4.6,100,Yes,,Recreational,Yes,0.41,All 
588,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,5.6,4.3,50,No,,Nature,Yes,0.1,Afternoon
589,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,0.6,4.4,0,Yes,,Nature,Yes,0.1,Anytime
590,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.7,3.8,200,Yes,Monday,Cultural,Yes,0.1,Afternoon
591,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,4.4,4.8,0,Yes,,Recreational,Yes,0.1,Anytime
592,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.7,4.6,500,Yes,,Architectural,No,0.59,Afternoon
593,Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,3.0,4.9,50,Yes,,Historical,Yes,1.09,All 
594,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,0.5,5.0,500,Yes,,Religious,No,0.43,All
595,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,2.3,4.5,20,Yes,,Religious,Yes,1.54,Evening
596,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,5.2,4.4,500,Yes,Monday,Wildlife,Yes,0.8,Morning
597,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.4,5.0,100,Yes,,Spiritual,Yes,2.25,All
598,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,6.0,4.6,50,Yes,Monday,Historical,No,0.2,All 
599,Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,2.7,4.9,10,Yes,,Artistic,Yes,0.47,Afternoon
600,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,4.4,5.0,50,No,,Nature,Yes,0.1,Evening
601,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,4.3,4.5,20,No,,Historical,Yes,0.9,Night
602,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,6.0,4.4,500,Yes,,Historical,Yes,0.63,Evening
603,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.8,4.8,10,Yes,,Recreational,Yes,0.1,Night
604,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,1.0,4.2,50,No,,Nature,Yes,0.1,Night
605,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,3.0,5.0,200,Yes,,Spiritual,Yes,2.19,Morning
606,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,5.7,4.5,10,No,,Adventure,Yes,0.27,Night
607,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,0.6,4.9,100,Yes,,Religious,No,0.12,Afternoon
608,Eastern,West Bengal,Kolkata,Indian Museum,Museum,1814,0.9,4.8,50,Yes,Monday,Historical,Yes,0.4,Night
609,Northern,Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,700,3.6,4.7,0,No,,Historical,Yes,2.07,All 
610,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.4,100,Yes,Monday,Wildlife,Yes,0.73,Afternoon
611,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.5,4.7,20,Yes,,Religious,No,0.1,Morning
612,Northern,Rajasthan,Chittorgarh,Chittorgarh Fort,Fort,700,1.1,4.5,10,No,,Historical,Yes,2.44,Night
613,Western,Maharastra,Mumbai,Siddhivinayak Temple,Temple,1881,4.9,4.8,50,Yes,,Religious,No,1.05,All 
614,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,2.0,4.2,0,Yes,,Historical,Yes,0.1,All
615,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,4.4,4.1,10,Yes,,Recreational,Yes,0.5,Night
616,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,0.6,4.6,50,Yes,,Nature,Yes,0.48,All 
617,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,2.5,4.6,500,No,,Religious,Yes,0.1,All
618,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,4.2,5.0,100,Yes,,Architectural,No,0.1,All
619,Northern,Delhi,Delhi,National Science Centre,Science,1992,1.0,4.2,200,Yes,,Scientific,Yes,0.33,All 
620,Southern,Goa,Goa,Baga Beach,Beach,Unknown,1.6,4.6,200,Yes,,Scenic,Yes,0.57,All 
621,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,5.0,4.7,100,No,,Historical,Yes,0.1,All
622,Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,2.1,4.5,100,Yes,,Religious,No,0.69,Morning
623,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.3,4.4,0,Yes,,Historical,Yes,0.52,All
624,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,3.5,5.0,100,Yes,,Religious,No,0.24,All
625,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,5.1,4.4,20,No,,Nature,Yes,0.33,Anytime
626,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,5.4,4.1,20,No,,Recreational,Yes,0.1,Anytime
627,Southern,Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,1.4,4.5,10,Yes,,Historical,Yes,0.22,Afternoon
628,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,1.3,4.5,20,Yes,,Recreational,Yes,0.25,Anytime
629,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,2.9,4.1,0,Yes,,Wildlife,Yes,0.16,Afternoon
630,Northern,Delhi,Delhi,Red Fort,Fort,1648,4.6,4.6,10,Yes,,Historical,Yes,1.7,Night
631,Southern,Telangana,Hyderabad,Charminar,Landmark,1591,0.8,4.9,500,Yes,Friday,Historical,Yes,2.08,Morning
632,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,3.1,4.6,50,No,,Archaeological,Yes,0.1,Evening
633,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,3.1,4.3,20,No,,Recreational,Yes,0.1,Evening
634,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,2.0,4.7,200,Yes,,Religious,No,0.11,All
635,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,3.4,4.1,20,Yes,,Recreational,Yes,0.1,Evening
636,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.2,4.8,500,Yes,,Religious,No,0.96,Afternoon
637,Western,Gujarat,Vadodara,Laxmi Vilas Palace,Palace,1890,3.5,4.6,200,Yes,Monday,Historical,Yes,0.1,All 
638,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,2.7,4.0,50,Yes,,Historical,Yes,0.88,Anytime
639,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.5,4.7,100,Yes,,Historical,Yes,0.23,Morning
640,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,5.8,4.7,20,Yes,,Religious,Yes,0.63,Morning
641,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,1.2,4.5,100,Yes,,Religious,No,0.8,All 
642,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.8,5.0,0,Yes,,Religious,No,0.45,Anytime
643,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,5.4,4.2,100,No,,Nature,Yes,0.31,Afternoon
644,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,5.3,4.6,500,Yes,,Religious,No,0.1,Evening
645,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,1.7,4.3,50,No,,Wildlife,Yes,0.1,Night
646,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,4.3,4.5,500,Yes,,Religious,Yes,0.44,Evening
647,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,4.9,4.6,100,No,,Nature,Yes,0.1,All 
648,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,0.9,4.6,10,Yes,,Historical,Yes,0.12,All
649,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,1.4,4.4,0,No,,Archaeological,Yes,0.2,Evening
650,Southern,Goa,Goa,Chapora Fort,Fort,1617,0.7,4.6,200,Yes,,Historical,Yes,0.1,Morning
651,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,4.6,3.6,0,Yes,,Wildlife,Yes,0.1,All
652,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,2.5,5.0,100,No,,Historical,Yes,0.39,Afternoon
653,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,0.6,3.9,20,Yes,,Historical,Yes,0.1,Anytime
654,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,4.9,4.5,500,Yes,Friday,Historical,Yes,1.77,Anytime
655,Southern,Goa,Goa,Chapora Fort,Fort,1617,4.2,4.0,100,Yes,,Historical,Yes,0.1,All
656,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,1.8,5.0,200,Yes,,Religious,No,0.54,Anytime
657,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,2.4,3.7,10,No,,Recreational,Yes,0.1,All 
658,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,5.1,4.3,100,Yes,,Nature,Yes,0.1,All
659,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,5.3,4.5,100,No,,Recreational,Yes,0.1,Anytime
660,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,2.7,4.4,0,No,,Nature,Yes,0.26,Morning
661,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,3.2,4.8,500,No,,Nature,Yes,0.1,Anytime
662,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,4.9,4.2,20,Yes,,Historical,Yes,0.9,Night
663,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,4.9,3.7,0,Yes,,Recreational,Yes,0.4,Anytime
664,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,2.1,4.3,200,No,,Historical,Yes,0.99,All 
665,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,3.7,4.6,50,No,,Nature,Yes,0.1,Anytime
666,Northern,Rajasthan,Jodhpur,Mehrangarh Fort,Fort,1459,2.7,4.8,50,Yes,,Historical,Yes,0.82,Night
667,Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.3,4.4,50,Yes,,Historical,Yes,0.14,All 
668,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,0.9,4.5,20,Yes,,Religious,No,0.1,Evening
669,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,5.6,4.3,0,Yes,Monday,Wildlife,Yes,0.23,All
670,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,0.9,4.9,10,No,,Historical,Yes,0.1,Night
671,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,2.5,4.6,200,Yes,,Recreational,Yes,0.1,Afternoon
672,Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,0.7,4.5,10,No,,Nature,Yes,0.1,Morning
673,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,4.1,4.4,500,Yes,,Religious,Yes,0.59,All
674,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.9,3.7,10,Yes,,Nature,Yes,0.25,Afternoon
675,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,5.4,4.2,0,No,,Nature,Yes,0.66,Afternoon
676,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,2.3,4.6,100,Yes,,Religious,No,0.67,Afternoon
677,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,2.4,4.8,20,Yes,,Spiritual,Yes,2.46,All
678,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,6.0,4.8,500,No,,Nature,Yes,0.96,Anytime
679,Western,Maharastra,Mumbai,Marine Drive,Promenade,Unknown,4.5,4.1,20,Yes,,Scenic,Yes,1.45,All 
680,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,4.3,4.9,0,No,,Nature,Yes,1.5,Morning
681,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,4.6,4.3,10,No,,Nature,Yes,0.26,All
682,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,2.9,4.6,500,Yes,,Historical,Yes,0.1,Night
683,Western,Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,2.8,4.6,100,Yes,,Recreational,Yes,0.58,Afternoon
684,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1.5,4.4,20,No,,Nature,Yes,0.18,Night
685,Southern,Karnataka,Bangalore,Bangalore Palace,Palace,1878,2.7,4.4,10,Yes,Monday,Historical,Yes,1.04,Evening
686,Western,Maharastra,Mumbai,Siddhivinayak Temple,Temple,1881,3.7,5.0,200,Yes,,Religious,No,1.09,Evening
687,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,0.6,4.3,200,Yes,,Historical,Yes,0.33,All 
688,Northern,Rajasthan,Jaipur,Amber Fort,Fort,1592,3.0,4.5,0,Yes,,Historical,Yes,1.1,All
689,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,3.1,5.0,0,Yes,,Cultural,Yes,0.2,Anytime
690,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,3.7,4.7,20,Yes,,Religious,Yes,2.5,Anytime
691,Northern,Delhi,Delhi,India Gate,War Memorial,1921,3.5,4.9,200,Yes,,Historical,Yes,2.99,Morning
692,Northern,Delhi,Delhi,Garden of Five Senses,Park,2003,0.9,4.1,200,Yes,,Botanical,Yes,0.1,Night
693,Northern,Delhi,Delhi,National Gallery of Modern Art,Museum,1954,2.1,4.5,50,Yes,Monday,Artistic,Yes,0.27,Evening
694,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,0.6,3.7,0,Yes,,Nature,Yes,0.49,Night
695,Northern,Delhi,Delhi,Chandni Chowk,Market,1700,2.5,4.0,0,Yes,Sunday,Market,Yes,0.41,Night
